rewrite,nbre_car
colmars,7
corbieres,9
cruis,5
curbans,7
curel,5
dauphin,7
demandolx,9
digne-les-bains,15
draix,5
enchastrayes,12
entrages,8
entrepierres,12
entrevaux,9
entrevennes,11
esparron-de-verdon,18
estoublon,9
faucon-de-barcelonnette,23
faucon-du-caire,15
fontienne,9
forcalquier,11
ganagobie,9
gigors,6
greoux-les-bains,16
hautes-duyes,12
jausiers,8
l-escale,8
l-hospitalet,12
la-breole,9
la-brillanne,12
la-condamine-chatelard,22
la-garde,8
la-javie,8
la-motte-du-caire,17
la-mure-argens,14
la-palud-sur-verdon,19
la-robine-sur-galabre,21
la-rochegiron,13
la-rochette,11
lambruisse,10
larche,6
lardiers,8
le-brusquet,11
le-caire,8
le-castellard-melan,19
le-castellet,12
le-chaffaut-saint-jurson,24
le-fugeret,10
le-lauzet-ubaye,15
le-vernet,9
les-mees,8
les-omergues,12
les-thuiles,11
limans,6
lurs,4
majastres,9
malijai,7
mallefougasse-auges,19
mallemoisson,12
mane,4
manosque,8
marcoux,7
meailles,8
melve,5
meolans-revel,13
meyronnes,9
mezel,5
mirabeau,8
mison,5
montagnac-montpezat,19
montclar,8
montfort,8
montfuron,9
montjustin,10
montlaux,8
montsalier,10
moriez,6
moustiers-sainte-marie,22
nibles,6
niozelles,9
noyers-sur-jabron,17
ongles,6
oppedette,9
oraison,7
peipin,6
peyroules,9
peyruis,7
piegut,6
pierrerue,9
pierrevert,10
pontis,6
prads-haute-bleone,18
puimichel,9
puimoisson,10
quinson,7
redortiers,10
reillanne,9
revest-des-brousses,19
revest-du-bion,14
revest-saint-martin,19
riez,4
rougon,6
roumoules,9
saint-andre-les-alpes,21
saint-benoit,12
saint-etienne-les-orgues,24
saint-geniez,12
saint-jacques,13
saint-jeannet,13
saint-julien-d-asse,19
saint-julien-du-verdon,22
saint-jurs,10
saint-laurent-du-verdon,23
saint-lions,11
saint-maime,11
saint-martin-de-bromes,22
saint-martin-les-eaux,21
saint-martin-les-seyne,22
saint-michel-l-observatoire,27
saint-paul-sur-ubaye,20
saint-pons,10
saint-vincent-les-forts,23
saint-vincent-sur-jabron,24
sainte-croix-a-lauze,20
sainte-croix-du-verdon,22
sainte-tulle,12
salignac,8
saumane,7
sausses,7
selonnet,8
senez,5
seyne,5
sigonce,7
sigoyer,7
simiane-la-rotonde,18
sisteron,8
soleilhas,9
sourribes,9
tartonne,8
theze,5
thoard,6
thorame-basse,13
thorame-haute,13
turriers,8
ubraye,6
uvernet-fours,13
vacheres,8
val-de-chalvagne,16
valavoire,9
valbelle,8
valensole,9
valernes,8
vaumeilh,8
venterol,8
verdaches,9
vergons,7
villars-colmars,15
villemus,8
villeneuve,10
volonne,7
volx,4
abries,6
aiguilles,9
ancelle,7
antonaves,9
arvieux,7
aspremont,9
aspres-les-corps,16
aspres-sur-buech,16
avancon,7
baratier,8
barcillonnette,14
barret-sur-meouge,17
breziers,8
briancon,8
bruis,5
buissard,8
ceillac,7
cervieres,9
chabestan,9
chabottes,9
champcella,10
champoleon,10
chanousse,9
chateau-ville-vieille,21
chateauneuf-d-oze,17
chateauneuf-de-chabre,21
chateauroux-les-alpes,21
chateauvieux,12
chauffayer,10
chorges,7
crevoux,7
crots,5
embrun,6
eourres,7
esparron,8
espinasses,10
etoile-saint-cyrice,19
eygliers,8
eyguians,8
forest-saint-julien,19
fouillouse,10
freissinieres,13
furmeyer,8
gap,3
guillestre,10
jarjayes,8
l-argentiere-la-bessee,22
l-epine,7
la-batie-montsaleon,19
la-batie-neuve,14
la-batie-vieille,16
la-beaume,9
la-chapelle-en-valgaudemar,26
la-fare-en-champsaur,20
la-faurie,9
la-freissinouse,15
la-grave,8
la-haute-beaume,15
la-motte-en-champsaur,21
la-piarre,9
la-roche-de-rame,16
la-roche-des-arnauds,20
la-rochette,11
la-salle-les-alpes,18
la-saulce,9
lagrand,7
laragne-monteglin,17
lardier-et-valenca,18
laye,4
lazer,5
le-bersac,9
le-glaizil,10
le-monetier-les-bains,21
le-noyer,8
le-poet,7
le-saix,7
le-sauze-du-lac,15
les-costes,10
les-orres,9
les-vigneaux,12
lettret,7
manteyer,8
mereuil,7
molines-en-queyras,18
monetier-allemont,17
mont-dauphin,12
montbrand,9
montclus,8
montgardin,10
montgenevre,11
montjay,7
montmaur,8
montmorin,9
montrond,8
moydans,7
neffes,6
nevache,7
nossage-et-benevent,19
orcieres,8
orpierre,8
oze,3
pelleautier,11
pelvoux,7
poligny,7
prunieres,9
puy-saint-andre,15
puy-saint-eusebe,16
puy-saint-pierre,16
puy-saint-vincent,17
puy-sanieres,12
rabou,5
rambaud,7
reallon,7
remollon,8
reotier,7
ribeyret,8
ribiers,7
risoul,6
ristolas,8
rochebrune,10
rosans,6
rousset,7
saint-andre-d-embrun,20
saint-andre-de-rosans,21
saint-apollinaire,17
saint-auban-d-oze,17
saint-bonnet-en-champsaur,25
saint-chaffrey,14
saint-clement-sur-durance,25
saint-crepin,12
devoluy,7
saint-etienne-le-laus,21
saint-eusebe-en-champsaur,25
saint-firmin,12
saint-genis,11
saint-jacques-en-valgodemard,28
saint-jean-saint-nicolas,24
saint-julien-en-beauchene,25
saint-julien-en-champsaur,25
saint-laurent-du-cros,21
saint-leger-les-melezes,23
saint-martin-de-queyrieres,26
saint-maurice-en-valgodemard,28
saint-michel-de-chaillol,24
saint-pierre-avez,17
saint-pierre-d-argencon,23
saint-sauveur,13
saint-veran,11
sainte-colombe,14
sainte-marie,12
saleon,6
salerans,8
savines-le-lac,14
savournon,9
serres,6
sigottier,9
sigoyer,7
sorbiers,8
tallard,7
theus,5
trescleoux,10
upaix,5
val-des-pres,12
vallouise,9
valserres,9
vars,4
ventavon,8
veynes,6
villar-d-arene,14
villar-loubiere,15
villar-saint-pancrace,21
vitrolles,9
aiglun,6
amirat,6
andon,5
antibes,7
ascros,6
aspremont,9
auribeau-sur-siagne,19
auvare,6
bairols,7
beaulieu-sur-mer,16
beausoleil,10
belvedere,9
bendejun,8
berre-les-alpes,15
beuil,5
bezaudun-les-alpes,18
biot,4
blausasc,8
bonson,6
bouyon,6
breil-sur-roya,14
brianconnet,11
cabris,6
cagnes-sur-mer,14
caille,6
cannes,6
cantaron,8
cap-d-ail,9
carros,6
castagniers,11
castellar,9
castillon,9
caussols,8
chateauneuf-d-entraunes,23
chateauneuf-grasse,18
chateauneuf-villevieille,24
cipieres,8
clans,5
coaraze,7
collongues,10
colomars,8
consegudes,10
contes,6
courmes,7
coursegoules,12
cuebris,7
daluis,6
drap,4
duranus,7
entraunes,9
escragnolles,12
eze,3
falicon,7
fontan,6
gars,4
gattieres,9
gilette,7
gorbio,6
gourdon,7
grasse,6
greolieres,10
guillaumes,10
ilonse,6
isola,5
l-escarene,10
la-bollene-vesubie,18
la-brigue,9
la-colle-sur-loup,17
la-croix-sur-roudoule,21
la-gaude,8
la-penne,8
la-roquette-sur-siagne,22
la-roquette-sur-var,19
la-tour,7
la-trinite,10
la-turbie,9
lantosque,9
le-bar-sur-loup,15
le-broc,7
le-cannet,9
le-mas,6
le-rouret,9
le-tignet,9
les-ferres,10
les-mujouls,11
levens,6
lieuche,7
luceram,7
malaussene,10
mandelieu-la-napoule,20
marie,5
massoins,8
menton,6
mouans-sartoux,14
mougins,7
moulinet,8
nice,4
opio,4
pegomas,7
peille,6
peillon,7
peone,5
peymeinade,10
pierlas,7
pierrefeu,9
puget-rostang,13
puget-theniers,14
revest-les-roches,17
rigaud,6
rimplas,7
roquebilliere,13
roquebrune-cap-martin,21
roquefort-les-pins,18
roquesteron,11
roquesteron-grasse,18
roubion,7
roure,5
saint-andre-de-la-roche,23
saint-antonin,13
saint-auban,11
saint-blaise,12
saint-cezaire-sur-siagne,24
saint-dalmas-le-selvage,23
saint-etienne-de-tinee,22
saint-jean-cap-ferrat,21
saint-jeannet,13
saint-laurent-du-var,20
saint-leger,11
saint-martin-d-entraunes,24
saint-martin-du-var,19
saint-martin-vesubie,20
saint-paul-de-vence,19
saint-sauveur-sur-tinee,23
saint-vallier-de-thiey,22
sainte-agnes,12
sallagriffon,12
saorge,6
sauze,5
seranon,7
sigale,6
sospel,6
speracedes,10
tende,5
theoule-sur-mer,15
thiery,6
toudon,6
touet-de-l-escarene,19
touet-sur-var,13
tourette-du-chateau,19
tournefort,10
tourrette-levens,16
tourrettes-sur-loup,19
utelle,6
valbonne,8
valdeblore,10
valderoure,10
vallauris,9
venanson,8
vence,5
villars-sur-var,15
villefranche-sur-mer,20
villeneuve-d-entraunes,22
villeneuve-loubet,17
accons,6
ailhon,6
aizac,5
ajoux,5
alba-la-romaine,15
albon-d-ardeche,15
alboussiere,11
alissas,7
andance,7
annonay,7
antraigues-sur-volane,21
arcens,6
ardoix,6
arlebosc,8
arras-sur-rhone,15
asperjoc,8
astet,5
aubenas,7
aubignas,8
baix,4
balazuc,7
banne,5
barnas,6
beauchastel,11
beaulieu,8
beaumont,8
beauvene,8
berrias-et-casteljau,20
berzeme,7
bessas,6
bidon,5
boffres,7
bogy,4
boree,5
borne,5
boucieu-le-roi,14
boulieu-les-annonay,19
bourg-saint-andeol,18
bozas,5
brossainc,9
burzet,6
cellier-du-luc,14
chalencon,9
chambonas,9
champagne,9
champis,7
chandolas,9
chaneac,7
charmes-sur-rhone,17
charnas,7
chassiers,9
chateaubourg,12
chateauneuf-de-vernoux,22
chauzon,7
chazeaux,8
cheminas,8
chirols,7
chomerac,8
colombier-le-cardinal,21
colombier-le-jeune,18
colombier-le-vieux,18
cornas,6
coucouron,9
coux,4
creysseilles,12
cros-de-georand,15
cruas,5
darbres,7
davezieux,9
desaignes,9
devesset,8
dompnac,7
dornas,6
duniere-sur-eyrieux,19
eclassan,8
empurany,8
etables,7
fabras,6
faugeres,8
felines,7
flaviac,7
fons,4
freyssenet,10
genestelle,10
gilhac-et-bruzac,16
gilhoc-sur-ormeze,17
gluiras,7
glun,4
gourdon,7
gras,4
gravieres,9
grospierres,11
guilherand-granges,18
intres,6
issamoulenc,11
issanlas,8
issarles,8
jaujac,6
jaunac,6
joannas,7
joyeuse,7
juvinas,7
la-rochette,11
la-souche,9
la-voulte-sur-rhone,19
labastide-de-virac,18
labastide-sur-besorgues,23
labatie-d-andaure,17
labeaume,8
labegude,8
lablachere,10
laboule,7
lachamp-raphael,15
lachapelle-graillouse,21
lachapelle-sous-aubenas,23
lachapelle-sous-chaneac,23
lafarre,7
lagorce,7
lalevade-d-ardeche,18
lalouvesc,9
lamastre,8
lanarce,7
lanas,5
largentiere,11
larnas,6
laurac-en-vivarais,18
laval-d-aurelle,15
laveyrune,9
lavillatte,10
lavilledieu,11
laviolle,8
le-beage,8
le-chambon,10
le-cheylard,11
le-crestet,10
le-lac-d-issarles,17
le-plagnal,10
le-pouzin,9
le-roux,7
le-teil,7
lemps,5
lentilleres,11
les-assions,11
les-ollieres-sur-eyrieux,24
les-salelles,12
les-vans,8
lesperon,8
limony,6
loubaresse,10
lussas,6
lyas,4
malarce-sur-la-thines,21
malbosc,7
marcols-les-eaux,16
mariac,6
mars,4
mauves,6
mayres,6
mazan-l-abbaye,14
mercuer,7
meyras,6
meysse,6
mezilhac,8
mirabel,7
monestier,9
montpezat-sous-bauzon,21
montreal,8
montselgues,11
nonieres,8
nozieres,8
orgnac-l-aven,13
ozon,4
pailhares,9
payzac,6
peaugres,8
pereyres,8
peyraud,7
planzolles,10
plats,5
pont-de-labeaume,16
pourcheres,10
prades,6
pradons,7
pranles,7
preaux,6
privas,6
prunet,6
quintenas,9
ribes,5
rochecolombe,12
rochemaure,10
rochepaule,10
rocher,6
rochessauve,11
rocles,6
roiffieux,9
rompon,6
rosieres,8
ruoms,5
sablieres,9
sagnes-et-goudoulet,19
saint-agreve,12
saint-alban-auriolles,21
saint-alban-d-ay,16
saint-alban-en-montagne,23
saint-andeol-de-berg,20
saint-andeol-de-fourchades,26
saint-andeol-de-vals,20
saint-andre-de-cruzieres,24
saint-andre-en-vivarais,23
saint-andre-lachamp,19
saint-apollinaire-de-rias,25
saint-barthelemy-grozon,23
saint-barthelemy-le-meil,24
saint-barthelemy-le-plain,25
saint-basile,12
saint-bauzile,13
saint-christol,14
saint-cierge-la-serre,21
saint-cierge-sous-le-cheylard,29
saint-cirgues-de-prades,23
saint-cirgues-en-montagne,25
saint-clair,11
saint-clement,13
saint-cyr,9
saint-desirat,13
saint-didier-sous-aubenas,25
saint-etienne-de-boulogne,25
saint-etienne-de-fontbellon,27
saint-etienne-de-lugdares,25
saint-etienne-de-serre,22
saint-etienne-de-valoux,23
saint-felicien,14
saint-fortunat-sur-eyrieux,26
saint-genest-de-beauzon,23
saint-genest-lachamp,20
saint-georges-les-bains,23
saint-germain,13
saint-gineis-en-coiron,22
saint-jacques-d-atticieux,25
saint-jean-chambre,18
saint-jean-de-muzols,20
saint-jean-le-centenier,23
saint-jean-roure,16
saint-jeure-d-andaure,21
saint-jeure-d-ay,16
saint-joseph-des-bancs,22
saint-julien-boutieres,22
saint-julien-du-gua,19
saint-julien-du-serre,21
saint-julien-en-saint-alban,27
saint-julien-labrousse,22
saint-julien-le-roux,20
saint-julien-vocance,20
saint-just-d-ardeche,20
saint-lager-bressac,19
saint-laurent-du-pape,21
saint-laurent-les-bains,23
saint-laurent-sous-coiron,25
saint-marcel-d-ardeche,22
saint-marcel-les-annonay,24
saint-martial,13
saint-martin-d-ardeche,22
saint-martin-de-valamas,23
saint-martin-sur-lavezon,24
saint-maurice-d-ardeche,23
saint-maurice-d-ibie,20
saint-maurice-en-chalencon,26
saint-melany,12
saint-michel-d-aurance,22
saint-michel-de-boulogne,24
saint-michel-de-chabrillanoux,29
saint-montan,12
saint-paul-le-jeune,19
saint-peray,11
saint-pierre-de-colombier,25
saint-pierre-la-roche,21
saint-pierre-saint-jean,23
saint-pierre-sur-doux,21
saint-pierreville,17
saint-pons,10
saint-priest,12
saint-privat,12
saint-prix,10
saint-remeze,12
saint-romain-d-ay,17
saint-romain-de-lerps,21
saint-sauveur-de-cruzieres,26
saint-sauveur-de-montagut,25
saint-sernin,12
saint-sylvestre,15
saint-symphorien-de-mahun,25
saint-symphorien-sous-chomerac,30
saint-thome,11
saint-victor,12
saint-vincent-de-barres,23
saint-vincent-de-durfort,24
sainte-eulalie,14
sainte-marguerite-lafigere,26
salavas,7
sampzon,7
sanilhac,8
sarras,6
satillieu,9
savas,5
sceautres,9
secheras,8
serrieres,9
silhac,6
soyons,6
talencieux,10
tauriers,8
thorrenc,8
thueyts,7
toulaud,7
tournon-sur-rhone,17
ucel,4
usclades-et-rieutord,20
uzer,4
vagnas,6
valgorge,8
vallon-pont-d-arc,17
vals-les-bains,14
valvigneres,11
vanosc,6
vaudevant,9
vernon,6
vernosc-les-annonay,19
vernoux-en-vivarais,19
vesseaux,8
veyras,6
villeneuve-de-berg,18
villevocance,12
vinezac,7
vinzieux,8
vion,4
viviers,7
vocance,7
vogue,5
acy-romance,11
aiglemont,9
aire,4
alincourt,9
alland-huy-et-sausseuil,23
amagne,6
amblimont,9
ambly-fleury,12
anchamps,8
angecourt,9
annelles,8
antheny,7
aouste,6
apremont,8
ardeuil-et-montfauxelles,24
arnicourt,9
arreux,6
artaise-le-vivier,17
asfeld,6
attigny,7
aubigny-les-pothees,19
auboncourt-vauzelles,20
aubrives,8
auflance,8
auge,4
aure,4
aussonce,8
authe,5
autrecourt-et-pourron,21
autruche,8
autry,5
auvillers-les-forges,20
avancon,7
avaux,5
baalons,7
balaives-et-butz,16
balan,5
balham,6
ballay,6
banogne-recouvrance,19
bar-les-buzancy,15
barbaise,8
barby,5
bayonville,10
bazeilles,9
beaumont-en-argonne,19
beffu-et-le-morthomme,21
belleville-et-chatillon-sur-bar,31
belval,6
belval-bois-des-dames,21
bergnicourt,11
bertoncourt,11
biermes,7
bievres,7
bignicourt,10
blagny,6
blanchefosse-et-bay,19
blanzy-la-salonnaise,20
blombay,7
bogny-sur-meuse,15
bosseval-et-briancourt,22
bossus-les-rumigny,18
bouconville,11
boult-aux-bois,14
boulzicourt,11
bourcq,6
bourg-fidele,12
boutancourt,11
bouvellemont,12
brecy-brieres,13
brevilly,8
brienne-sur-aisne,17
brieulles-sur-bar,17
briquenay,9
brognon,7
bulson,6
buzancy,7
carignan,8
cauroy,6
cernion,7
chagny,6
chalandry-elaire,16
challerange,11
champigneul-sur-vence,21
champigneulle,13
champlin,8
chappes,7
charbogne,9
chardeny,8
charleville-mezieres,20
charnois,8
chateau-porcien,15
chatel-chehery,14
chaumont-porcien,16
chehery,7
chemery-sur-bar,15
chesnois-auboncourt,19
cheveuges,9
chevieres,9
chilly,6
chooz,5
chuffilly-roche,15
clavy-warby,11
cliron,6
conde-les-autry,15
conde-les-herpy,15
contreuve,9
cornay,6
corny-macheromenil,18
coucy,5
coulommes-et-marqueny,21
daigny,6
damouzy,7
deville,7
dom-le-mesnil,13
dommery,7
donchery,8
doumely-begny,13
doux,4
douzy,5
draize,6
dricourt,8
ecly,4
ecordal,7
elan,4
escombres-et-le-chesnois,24
estrebay,8
etalle,6
eteignieres,11
etrepigny,9
euilly-et-lombut,16
evigny,6
fagnon,6
faissault,9
falaise,7
faux,4
fepin,5
flaignes-havys,14
fleigneux,9
fleville,8
fligny,6
flize,5
floing,6
foisches,8
fosse,5
fraillicourt,12
francheval,10
fromelennes,11
fromy,5
fumay,5
germont,7
gernelle,8
gespunsart,10
girondelle,10
givet,5
givonne,7
givron,6
givry,5
glaire,6
gomont,6
grandchamp,10
grandham,8
grandpre,8
grivy-loisy,11
gruyeres,8
gue-d-hossus,12
guignicourt-sur-vence,21
guincourt,9
hagnicourt,10
ham-les-moines,14
ham-sur-meuse,13
hannappes,9
hannogne-saint-martin,21
hannogne-saint-remy,19
haraucourt,10
harcy,5
hargnies,8
harricourt,10
haudrecy,8
haulme,6
hauteville,10
hauvine,7
haybes,6
herbeuval,9
herpy-l-arlesienne,18
hierges,7
houdilcourt,11
houldizy,8
illy,4
imecourt,8
inaumont,8
issancourt-et-rumel,19
jandun,6
joigny-sur-meuse,16
jonval,6
juniville,9
justine-herbigny,16
l-ecaille,9
l-echelle,9
la-berliere,11
la-besace,9
la-chapelle,11
la-croix-aux-bois,17
la-feree,8
la-ferte-sur-chiers,19
la-francheville,15
la-grandville,13
la-horgne,9
la-moncelle,11
la-neuville-a-maire,19
la-neuville-aux-joutes,22
la-neuville-en-tourne-a-fuy,27
la-neuville-les-wasigny,23
la-romagne,10
la-sabotterie,13
laifour,7
lalobbe,7
lametz,6
lancon,6
landres-et-saint-georges,24
landrichamps,12
launois-sur-vence,17
laval-morency,13
le-chatelet-sur-retourne,24
le-chatelet-sur-sormonne,24
le-chesne,9
le-frety,8
le-mont-dieu,12
le-thour,8
leffincourt,11
lepron-les-vallees,18
les-alleux,10
les-ayvelles,12
les-deux-villes,15
les-grandes-armoises,20
les-hautes-rivieres,19
les-mazures,11
les-petites-armoises,20
letanne,7
liart,5
linay,5
liry,4
logny-bogny,11
longwe,6
lonny,5
louvergny,9
lucquy,6
lumes,5
machault,8
mairy,5
maisoncelle-et-villers,22
malandry,8
manre,5
maranwez,8
marby,5
marcq,5
margny,6
margut,6
marlemont,9
marquigny,9
mars-sous-bourcq,16
marvaux-vieux,13
matton-et-clemency,18
maubert-fontaine,16
mazerny,7
menil-annelles,14
menil-lepinois,14
mesmont,7
messincourt,11
mogues,6
moiry,5
mondigny,8
mont-laurent,12
mont-saint-martin,17
mont-saint-remy,15
montcheutin,11
montcornet,10
montcy-notre-dame,17
montgon,7
montherme,9
monthois,8
montigny-sur-meuse,18
montigny-sur-vence,18
montmeillant,12
mouron,6
mouzon,6
murtin-et-bogny,15
nanteuil-sur-aisne,18
neuflize,8
neufmaison,10
neufmanil,9
neuville-day,12
neuville-les-this,17
neuville-lez-beaulieu,21
neuvizy,7
noirval,7
nouart,6
nouvion-sur-meuse,17
nouzonville,11
novion-porcien,14
novy-chevrieres,15
noyers-pont-maugis,18
oches,5
olizy-primat,12
omicourt,8
omont,5
osnes,5
pauvres,7
perthes,7
poilcourt-sydney,16
poix-terron,11
pouru-aux-bois,14
pouru-saint-remy,16
prez,4
prix-les-mezieres,17
puilly-et-charbeaux,19
puiseux,7
pure,4
quatre-champs,13
quilly,6
raillicourt,11
rancennes,9
raucourt-et-flaba,17
regniowez,9
remaucourt,10
remilly-aillicourt,18
remilly-les-pothees,19
renneville,10
renwez,6
rethel,6
revin,5
rilly-sur-aisne,15
rimogne,7
rocquigny,9
rocroi,6
roizy,5
rouvroy-sur-audry,17
rubecourt-et-lamecourt,22
rubigny,7
rumigny,7
sachy,5
sailly,6
saint-aignan,12
saint-clement-a-arnes,21
saint-etienne-a-arnes,21
saint-fergeux,13
saint-germainmont,17
saint-jean-aux-bois,19
saint-juvin,11
saint-lambert-et-mont-de-jeux,29
saint-laurent,13
saint-loup-en-champagne,23
saint-loup-terrier,18
saint-marceau,13
saint-marcel,12
saint-menges,12
saint-morel,11
saint-pierre-a-arnes,20
saint-pierre-sur-vence,22
saint-pierremont,16
saint-quentin-le-petit,22
saint-remy-le-petit,19
sainte-marie,12
sainte-vaubourg,15
sapogne-et-feucheres,20
sapogne-sur-marche,18
saulces-champenoises,20
saulces-monclin,15
sault-les-rethel,16
sault-saint-remy,16
sauville,8
savigny-sur-aisne,17
sechault,8
secheval,8
sedan,5
semide,6
semuy,5
senuc,5
seraincourt,11
sery,4
seuil,5
sevigny-la-foret,16
sevigny-waleppe,15
signy-l-abbaye,14
signy-le-petit,14
signy-montlibert,16
singly,6
sommauthe,9
sommerance,10
son,3
sorbon,6
sorcy-bauthemont,16
sormonne,8
stonne,6
sugny,5
sury,4
suzanne,7
sy,2
tagnon,6
taillette,9
tailly,6
taizy,5
tannay,6
tarzy,5
termes,6
terron-sur-aisne,16
tetaigne,8
thelonne,8
thenorgues,10
thilay,6
thin-le-moutier,15
this,4
thugny-trugny,13
toges,5
touligny,8
tourcelles-chaumont,19
tournavaux,10
tournes,7
tourteron,9
tremblois-les-carignan,22
tremblois-les-rocroi,20
vandy,5
vaux-champagne,14
vaux-en-dieulet,15
vaux-les-mouron,15
vaux-les-mouzon,15
vaux-les-rubigny,16
vaux-montreuil,14
vaux-villaine,13
vendresse,9
verpel,6
verrieres,9
viel-saint-remy,15
vieux-les-asfeld,16
ville-sur-lumes,15
ville-sur-retourne,18
villers-cernay,14
villers-devant-le-thour,23
villers-devant-mouzon,21
villers-le-tilleul,18
villers-le-tourneur,19
villers-semeuse,15
villers-sur-bar,15
villers-sur-le-mont,19
villy,5
vireux-molhain,14
vireux-wallerand,16
vivier-au-court,15
voncq,5
vouziers,8
vrigne-aux-bois,15
vrigne-meuse,12
vrizy,5
wadelincourt,12
wagnon,6
warcq,5
warnecourt,10
wasigny,7
wignicourt,10
williers,8
yoncq,5
yvernaumont,11
aigues-juntes,13
aigues-vives,12
albies,6
aleu,4
alliat,6
allieres,8
alos,4
alzen,5
antras,6
appy,4
arabaux,7
argein,6
arignac,7
arnave,6
arrien-en-bethmale,18
arrout,6
artigat,7
artigues,8
artix,5
arvigna,7
ascou,5
aston,5
aucazein,8
audressein,10
augirein,8
aulos,5
aulus-les-bains,15
auzat,5
ax-les-thermes,14
axiat,5
bagert,6
balacet,7
balagueres,10
barjac,6
baulou,6
bedeilhac-et-aynat,18
bedeille,8
belesta,7
belloc,6
benac,5
benagues,8
benaix,6
besset,6
bestiac,7
betchat,7
bethmale,8
bezac,5
biert,5
bompas,6
bonac-irazein,13
bonnac,6
bouan,5
boussenac,9
brassac,7
brie,4
burret,6
buzan,5
cadarcet,8
calzan,6
camarade,8
camon,5
campagne-sur-arize,18
cante,5
capoulet-et-junac,17
carcanieres,11
carla-bayle,11
carla-de-roquefort,18
castelnau-durban,16
casteras,8
castex,6
castillon-en-couserans,22
caumont,7
caussou,7
caychax,7
cazals-des-bayles,17
cazaux,6
cazavet,7
cazenave-serres-et-allens,25
celles,6
cerizols,8
cescau,6
chateau-verdun,14
clermont,8
contrazy,8
cos,3
couflens,8
coussa,6
coutens,7
crampagna,9
dalou,5
daumazan-sur-arize,18
dreuilhe,8
dun,3
durban-sur-arize,16
durfort,7
encourtiech,11
engomer,7
erce,4
erp,3
esclagne,8
escosse,7
esplas,6
esplas-de-serou,15
eycheil,7
fabas,5
ferrieres-sur-ariege,20
foix,4
fornex,6
fougax-et-barrineuf,19
freychenet,10
gabre,5
gajan,5
galey,5
ganac,5
garanou,7
gaudies,7
genat,5
gesties,7
goulier,7
gourbit,7
gudas,5
ignaux,6
ilhat,5
illartein,9
illier-et-laramade,18
justiniac,9
l-aiguillon,11
l-herm,6
l-hospitalet-pres-l-andorre,27
la-bastide-de-besplas,21
la-bastide-de-bousignac,23
la-bastide-de-lordat,20
la-bastide-de-serou,19
la-bastide-du-salat,19
la-bastide-sur-l-hers,21
la-tour-du-crieu,16
labatut,7
lacave,6
lacourt,7
lagarde,7
lanoux,6
lapege,6
lapenne,7
larbont,7
larcat,6
larnat,6
laroque-d-olmes,15
lasserre,8
lassur,6
lavelanet,9
le-bosc,7
le-carlaret,11
le-fossat,9
le-mas-d-azil,13
le-peyrat,9
le-pla,6
le-port,7
le-puch,7
le-vernet,9
leran,5
lercoul,7
les-bordes-sur-arize,20
les-bordes-sur-lez,18
