rewrite,gentile_f_ville,nbre_car
mouillacoise,Mouillacoise,12
negrepelissienne,Négrepelissienne,16
nohicoise,Nohicoise,9
orgueilloise,Orgueilloise,12
parisotine,Parisotine,10
pervilloise,Pervilloise,11
piquecosaise,Piquecosaise,12
pommevicoise,Pommevicoise,12
pompignanaise,Pompignanaise,13
poupasoise,Poupasoise,10
puycornetoise,Puycornetoise,13
puygaillardoise,Puygaillardoise,15
puygaillardaise,Puygaillardaise,15
puylagardaise,Puylagardaise,13
puylaroquaine,Puylaroquaine,13
realvilloise,Réalvilloise,12
reyniesienne,Reyniésienne,12
roquecortoise,Roquecortoise,13
saint-aignanoise,Saint-Aignanoise,16
saint-amanaine,Saint-Amanaine,14
saint-amantoise,Saint-Amantoise,15
saint-antoninoise,Saint-Antoninoise,17
saint-arroumessienne,Saint-Arroumessienne,20
saint-beauzeilloise,Saint-Beauzeilloise,19
saint-ciricoise,Saint-Ciriçoise,15
saint-cirienne,Saint-Cirienne,14
saint-clairoise,Saint-Clairoise,15
stephanoise,Stéphanoise,11
saint-georgeoise,Saint-Georgeoise,16
bouzetoise,Bouzetoise,10
saint-loupaine,Saint-Loupaine,14
saint-micheloise,Saint-Micheloise,16
saint-naupharienne,Saint-Naupharienne,18
saint-nazaroise,Saint-Nazaroise,15
nicolaite,Nicolaïte,9
saint-paulaise,Saint-Paulaise,14
saint-porquieraine,Saint-Porquiéraine,18
saint-projetoise,Saint-Projetoise,16
saint-sardossienne,Saint-Sardossienne,18
antejacienne,Antéjacienne,12
saint-vincenoise,Saint-Vincenoise,16
juliettienne,Juliettienne,12
sauveterroise,Sauveterroise,13
savenesienne,Savenésienne,12
septfontoise,Septfontoise,12
serignacaise,Sérignacaise,12
sisteloise,Sisteloise,10
touffailloise,Touffailloise,13
trejouloise,Tréjouloise,11
vaissacaise,Vaïssacaise,11
valeilloise,Valeilloise,11
valencienne,Valencienne,11
varennoise,Varennoise,10
varennoise,Varennoise,10
vazeracaise,Vazeracaise,11
verdunoise,Verdunoise,10
verfeillaise,Verfeillaise,12
verlhacoise,Verlhacoise,11
vigueronaise,Vigueronaise,12
villebrumieraine,Villebrumiéraine,16
villemadaise,Villemadaise,12
aiguinoise,Aiguinoise,10
ampusienne,Ampusienne,10
artignoscaise,Artignoscaise,13
artiguaise,Artiguaise,10
aupsoise,Aupsoise,8
bagnolaise,Bagnolaise,10
bandolaise,Bandolaise,10
bargemoise,Bargémoise,10
bargemonaise,Bargemonaise,12
barjolaise,Barjolaise,10
baudinardaise,Baudinardaise,13
bauduennoise,Bauduennoise,12
belgentieroise,Belgentiéroise,14
bessoise,Bessoise,8
bormeenne,Borméenne,9
brassoise,Brassoise,9
brenonaise,Brenonaise,10
brignolaise,Brignolaise,11
brussoise,Brussoise,9
cabassoise,Cabassoise,10
callassienne,Callassienne,12
calliannaise,Calliannaise,12
campsoise,Campsoise,9
carcoise,Carçoise,8
carnoulaise,Carnoulaise,11
carqueirannaise,Carqueirannaise,15
cavalairoise,Cavalairoise,12
chateaudoublaine,Châteaudoublaine,16
castelverdoise,Castelverdoise,14
chateauvieillaine,Châteauvieillaine,17
clavesienne,Clavesienne,11
cogolinoise,Cogolinoise,11
collobrieroise,Collobriéroise,14
compsoise,Compsoise,9
corrensoise,Corrensoise,11
cotignaceenne,Cotignacéenne,13
cuersoise,Cuersoise,9
dracenoise,Dracenoise,10
entrecastelaine,Entrecastelaine,15
esparronnaise,Esparronnaise,13
ebrosienne,Ebrosienne,10
fayencoise,Fayençoise,10
figanieroise,Figaniéroise,12
flassanaise,Flassanaise,11
flayoscaise,Flayoscaise,11
forcalqueiroise,Forcalqueiroise,15
foxoise,Foxoise,7
frejusienne,Fréjusienne,11
gareoultaise,Garéoultaise,12
gassinoise,Gassinoise,10
ginasservoise,Ginasservoise,13
gonfaronnaise,Gonfaronnaise,13
grimaudoise,Grimaudoise,11
hyeroise,Hyéroise,8
bastidane,Bastidane,9
cadierenne,Cadiérenne,10
celloise,Celloise,8
crauroise,Crauroise,9
croisienne,Croisienne,10
farledoise,Farlédoise,10
gardeenne,Gardéenne,9
londaise,Londaise,8
martroise,Martroise,9
moloise,Moloise,7
mottoise,Mottoise,8
roquoise,Roquoise,8
roquiere,Roquière,8
seynoise,Seynoise,8
valettoise,Valettoise,10
verdieroise,Verdiéroise,11
beaussetane,Beaussetane,11
bourguetiane,Bourguetiane,12
cannetoise,Cannetoise,10
castellane,Castellane,10
lavandouraine,Lavandouraine,13
lucoise,Lucoise,7
muyoise,Muyoise,7
pradetane,Pradétane,9
revestoise,Revestoise,10
thoroneenne,Thoronéenne,11
valoise,Valoise,7
adrechoise,Adréchoise,10
arcoise,Arcoise,7
mayonnaise,Mayonnaise,10
salloise,Salloise,8
lorguaise,Lorguaise,9
mazauguaise,Mazauguaise,11
meounaise,Méounaise,9
moissacaise,Moissacaise,11
monsoise,Monsoise,8
montaurousienne,Montaurousienne,15
montferratoise,Montferratoise,14
montfortaise,Montfortaise,12
montmeyannaise,Montmeyannaise,14
nansaise,Nansaise,8
neoulaise,Néoulaise,9
ollieroise,Olliéroise,10
ollioulaise,Ollioulaise,11
pierrefeucaine,Pierrefeucaine,14
pignantaise,Pignantaise,11
plandalenne,Plandalenne,11
plantouriane,Plantouriane,12
pontoise,Pontoise,8
pourcieraine,Pourciéraine,12
pourrieroise,Pourriéroise,12
pugetoise,Pugétoise,9
pugetoise,Pugétoise,9
ramatuelloise,Ramatuelloise,13
regussoise,Régussoise,10
riansaise,Riansaise,9
ribousienne,Ribousienne,11
rocbaronnaise,Rocbaronnaise,13
roquebrunoise,Roquebrunoise,13
rogieroise,Rogiéroise,10
antonaise,Antonaise,9
saint-cyrienne,Saint-Cyrienne,14
saint-juliennoise,Saint-Juliennoise,17
mandreenne,Mandréenne,10
saint-martinaise,Saint-Martinaise,16
saint-maximinoise,Saint-Maximinoise,17
saintpauloise,Saintpauloise,13
raphaeloise,Raphaëloise,11
tropezienne,Tropézienne,11
zacharienne,Zacharienne,11
saintanastasienne,Saintanastasienne,17
maximoise,Maximoise,9
salernoise,Salernoise,10
sanaryenne,Sanaryenne,10
seillanaise,Seillanaise,11
seillonnaise,Seillonnaise,12
signoise,Signoise,8
sillanaise,Sillanaise,10
six-fournaise,Six-Fournaise,13
sollies-pontoise,Solliès-Pontoise,16
toucassine,Toucassine,10
sollies-villaine,Solliès-Villaine,16
tanneronnaise,Tanneronnaise,13
taradeenne,Taradéenne,10
tavernaise,Tavernaise,10
toulonnaise,Toulonnaise,11
tourrettane,Tourrettane,11
tourtouraine,Tourtouraine,12
tourvaine,Tourvaine,9
transiane,Transiane,9
trigancoise,Trigançoise,11
varageoise,Varageoise,10
verignonaise,Vérignonaise,12
vidaubanaise,Vidaubanaise,12
villecrozienne,Villecrozienne,14
vinonnaise,Vinonnaise,10
vinsoise,Vinsoise,8
althenoise,Althénoise,10
ansouisienne,Ansouisienne,12
aptesienne,Aptésienne,10
aubignanaise,Aubignanaise,12
aurelienne,Aurélienne,10
auribellienne,Auribellienne,13
avignonnaise,Avignonnaise,12
balmeenne,Balméenne,9
beaumetoise,Beaumetoise,11
beaumontaise,Beaumontaise,12
beaumonaise,Beaumonaise,11
bedarridaise,Bédarridaise,12
bedoinaise,Bédoinaise,10
blauvacoise,Blauvacoise,11
bollenoise,Bollénoise,10
bonnieulaise,Bonnieulaise,12
brantuloise,Brantuloise,11
buissonnaise,Buissonnaise,12
buouxienne,Buouxienne,10
cabrieraine,Cabriéraine,11
cabrieroise,Cabriéroise,11
cadenetienne,Cadenetienne,12
caderoussienne,Caderoussienne,14
cairannaise,Cairannaise,11
camaretoise,Camaretoise,11
carombaise,Carombaise,10
carpentrassienne,Carpentrassienne,16
caseneuvienne,Caseneuvienne,13
castellante,Castellante,11
caumontoise,Caumontoise,11
cavaillonnaise,Cavaillonnaise,14
castelnovine,Castelnovine,12
chateauneuvoise,Châteauneuvoise,15
chevalblanaise,Chevalblanaise,14
courthezonnaise,Courthézonnaise,15
crestelaine,Crestelaine,11
crillonnaise,Crillonnaise,12
cucuronnaise,Cucuronnaise,12
entraiguoise,Entraiguoise,12
entrechalaise,Entrechalaise,13
fauconnaise,Fauconnaise,11
flassanaise,Flassanaise,11
vauclusienne,Vauclusienne,12
gargassienne,Gargassienne,12
gignacoise,Gignacoise,10
gigondassienne,Gigondassienne,14
gordienne,Gordienne,9
goultoise,Goultoise,9
gramboisienne,Gramboisienne,13
grillonnaise,Grillonnaise,12
jonquerettoise,Jonquerettoise,14
jonquieroise,Jonquiéroise,12
joucassienne,Joucassienne,12
isloise,Isloise,7
jordanoise,Jordanoise,10
bastidonnaise,Bastidonnaise,13
mottaiguoise,Mottaiguoise,12
rocalricienne,Rocalricienne,13
roqueroise,Roqueroise,10
touraine,Touraine,8
lacostoise,Lacostoise,10
lafaroise,Lafaroise,9
pareolaise,Paréolaise,10
lagnoise,Lagnoise,8
lamottoise,Lamottoise,10
lapalucienne,Lapalucienne,12
laurisienne,Laurisienne,11
barrouxienne,Barrouxienne,12
beaucetaine,Beaucetaine,11
pontetienne,Pontetienne,11
thoroise,Thoroise,8
liouxoise,Liouxoise,9
loriolaise,Loriolaise,10
lourmarinoise,Lourmarinoise,13
malaucenienne,Malaucénienne,13
malemortaise,Malemortaise,12
maubecquoise,Maubecquoise,12
mazanaise,Mazanaise,9
menerbienne,Ménerbienne,11
merindolaise,Mérindolaise,12
methamisoise,Méthamisoise,12
mirabelaine,Mirabelaine,11
modenoise,Modenoise,9
mondragonnaise,Mondragonnaise,14
monilienne,Monilienne,10
montilienne,Montilienne,11
morieroise,Moriéroise,10
mormoironnaise,Mormoironnaise,14
mornassienne,Mornassienne,12
mursoise,Mursoise,8
oppedoise,Oppédoise,9
orangeoise,Orangeoise,10
pernoise,Pernoise,8
pertuisienne,Pertuisienne,12
peypinienne,Peypinienne,11
piolencoise,Piolençoise,11
pugetaine,Pugétaine,9
puymerassienne,Puymérassienne,14
puyverdane,Puyverdane,10
rastellaine,Rastellaine,11
richerenchoise,Richerenchoise,14
roaixoise,Roaixoise,9
robionnaise,Robionnaise,11
roussillonnaise,Roussillonnaise,15
rustrelienne,Rustrelienne,12
sabletaine,Sabletaine,10
saignonnaise,Saignonnaise,12
christolaise,Christolaise,12
saint-didieroise,Saint-Didieroise,16
saint-hippolytaine,Saint-Hippolytaine,18
laugeroise,Laugeroise,10
marcellinoise,Marcellinoise,13
saint-martinienne,Saint-Martinienne,17
saint-martinasque,Saint-Martinasque,17
saint-pantaleonnaise,Saint-Pantaléonnaise,20
vassolienne,Vassolienne,11
saint-romanoise,Saint-Romanoise,15
saint-romanaise,Saint-Romanaise,15
saturninoise,Saturninoise,12
saint-saturninoise,Saint-Saturninoise,18
trinitosantaise,Trinitosantaise,15
cecilienne,Cécilienne,10
sannoise,Sannoise,8
sarriannaise,Sarriannaise,12
saltesienne,Saltésienne,11
saumanaise,Saumanaise,10
savoillanienne,Savoillanienne,14
seguretaine,Ségurétaine,11
serignanaise,Sérignanaise,12
siverguoise,Siverguoise,11
sorguaise,Sorguaise,9
suzettiere,Suzettière,10
tailladaise,Tailladaise,11
travaillanaise,Travaillanaise,14
uchalienne,Uchalienne,10
vacqueyrassienne,Vacqueyrassienne,16
vaisonnaise,Vaisonnaise,11
valreassienne,Valréassienne,13
vauginoise,Vauginoise,10
vedenaise,Vedènaise,9
velleronnaise,Velleronnaise,13
venasquaise,Venasquaise,11
viensoise,Viensoise,9
villarsoise,Villarsoise,11
villadeenne,Villadéenne,11
villelaurienne,Villelaurienne,14
villoise,Villoise,8
violesienne,Violésienne,11
visanaise,Visanaise,9
vitrollaine,Vitrollaine,11
agesinate,Agésinate,9
angloise,Angloise,8
antignolaise,Antignolaise,12
apremontaise,Apremontaise,12
aubinoise,Aubinoise,9
auzacienne,Auzacienne,10
avrillaise,Avrillaise,10
barbatrine,Barbâtrine,10
bazogeaise,Bazogeaise,10
bazogeaise,Bazogeaise,10
meillerette,Meillerette,11
bellilocaine,Bellilocaine,12
beaurepairienne,Beaurepairienne,15
belverine,Belvérine,9
bellevilloise,Bellevilloise,13
benetaine,Benétaine,9
bessayenne,Bessayenne,10
ceneenne,Cenéenne,8
bouffereenne,Boufféréenne,12
bouinaise,Bouinaise,9
boulonnaise,Boulonnaise,11
bournaisienne,Bournaisienne,13
bournevaizienne,Bournevaizienne,15
bremoise,Bremoise,8
bretignollaise,Brétignollaise,14
barretoise,Barretoise,10
cezaisienne,Cezaisienne,11
chaillezaise,Chaillezaise,12
chaillezaise,Chaillezaise,12
chaisienne,Chaisienne,10
challandaise,Challandaise,12
chambretaudaise,Chambretaudaise,15
champagnelaise,Champagnelaise,14
chantonnaisienne,Chantonnaisienne,16
chanaisienne,Chanaisienne,12
castelolonnaise,Castelolonnaise,15
castelguibertine,Castelguibertine,16
castelneuvienne,Castelneuvienne,15
chaucheenne,Chauchéenne,11
chavagnaise,Chavagnaise,11
chavagnaise,Chavagnaise,11
cheffoisienne,Cheffoisienne,13
coexienne,Coëxienne,9
commequieroise,Commequiéroise,14
corpaise,Corpaise,8
cugandaise,Cugandaise,10
curzonnaise,Curzonnaise,11
damvitaise,Damvitaise,10
doixeraine,Doixeraine,10
dompierroise,Dompierroise,12
falleronnaise,Falleronnaise,13
faymorienne,Faymorienne,11
fontenoise,Fontenoise,10
fontenaisienne,Fontenaisienne,14
fougereenne,Fougeréenne,11
foussaisienne,Foussaisienne,13
froidfondaise,Froidfondaise,13
givrandaise,Givrandaise,11
grand-landaise,Grand'Landaise,14
grosbreuilloise,Grosbreuilloise,15
gruaulaise,Gruaulaise,10
jardaise,Jardaise,8
aiguillonnaise,Aiguillonnaise,14
aiguillonnaise,Aiguillonnaise,14
epineraine,Epineraine,10
herbergementaise,Herbergementaise,16
hermenaultaise,Hermenaultaise,14
nellezaise,Nellezaise,10
ilaise,Ilaise,6
ogienne,Ogienne,7
oyenne,Oyenne,6
orbrienne,Orbrienne,9
barrienne,Barrienne,9
bernardine,Bernardine,10
boissierienne,Boissiérienne,13
boissieroise,Boissieroise,12
bretonnes-clayoise,Bretonnes-Clayoise,18
bruffierienne,Bruffièrienne,13
caillerotte,Caillerotte,11
chaizoise,Chaizoise,9
vicomtaise,Vicomtaise,10
chapelloise,Chapelloise,11
cappellaulissienne,Cappellaulissienne,18
chapeloise,Chapeloise,10
chapelloise,Chapelloise,11
themeraire,Théméraire,10
chataigneraisienne,Chataigneraisienne,18
copechagnieroise,Copechagniéroise,16
couturoise,Couturoise,10
fautaise,Fautaise,8
ferrieroise,Ferriéroise,11
floceenne,Flocéenne,9
garnachoise,Garnachoise,11
gaubretieroise,Gaubretiéroise,14
genestosienne,Genestosienne,13
guernerine,Guernerine,10
guyonne,Guyonne,7
jaudoine,Jaudoine,8
joncheroise,Jonchèroise,11
melletoise,Melletoise,10
merlaterienne,Merlatérienne,13
mothaise,Mothaise,8
pommeraisienne,Pommeraisienne,14
rabastos,Rabastos,8
reorthaise,Réorthaise,10
yonnaise,Yonnaise,8
taillezaise,Taillezaise,11
tardieroise,Tardièroise,11
tranchaise,Tranchaise,10
verriaise,Verriaise,9
lairousienne,Lairousienne,12
landeronnaise,Landeronnaise,13
landevieilloise,Landevieilloise,15
bernardaise,Bernardaise,11
bouperienne,Boupérienne,11
peroise,Péroise,7
fenoletaine,Fénolétaine,11
girouardaise,Girouardaise,12
givraise,Givraise,8
guetreenne,Guétréenne,10
langonnaise,Langonnaise,11
mazeenne,Mazéenne,8
preroise,Préroise,8
perotine,Pérotine,8
genote,Genôte,6
brouzilienne,Brouzilienne,12
castelmuroise,Castelmuroise,13
cluzelienne,Cluzélienne,11
spiceenne,Spicéenne,9
essartaise,Essartaise,10
herbretaise,Herbretaise,11
landaise,Landaise,8
lucquoise,Lucquoise,9
magnilaise,Magnilaise,10
pineaulaise,Pineaulaise,11
sablaise,Sablaise,8
liezoise,Liézoise,8
fougereusienne,Fougereusienne,14
longevois,Longévois,9
longevillaise,Longevillaise,13
luconnaise,Luçonnaise,10
macheenne,Machéenne,9
mailletaise,Mailletaise,11
mallaceenne,Mallacéenne,11
mallievraise,Mallievraise,12
mareuillaise,Mareuillaise,12
marilletaise,Marilletaise,12
martinezienne,Martinézienne,13
menomblaise,Menomblaise,11
merventaise,Merventaise,11
mesnardaise,Mesnardaise,11
sirene-montaine,"Siréné Montaine",15
montacutaine,Montacutaine,12
montournaisienne,Montournaisienne,16
montreuillaise,Montreuillaise,14
moreillaise,Moreillaise,11
mormaisonnaise,Mormaisonnaise,14
mortagnaise,Mortagnaise,11
mouchampaise,Mouchampaise,12
mouilleronnaise,Mouilleronnaise,15
mouilleronnaise,Mouilleronnaise,15
moutierroise,Moutierroise,12
moutieroise,Moutiéroise,11
mouzeuillaise,Mouzeuillaise,13
nalliezaise,Nalliézaise,11
nesmysienne,Nesmysienne,11
nieulaise,Nieulaise,9
nieulaise,Nieulaise,9
noirmoutrine,Noirmoutrine,12
montoise,Montoise,8
riezaise,Riezaise,8
olonnaise,Olonnaise,9
oulmaise,Oulmaise,8
palludeenne,Palludéenne,11
pealtaise,Péaltaise,9
petossaise,Petossaise,10
pissotoise,Pissotoise,10
perusienne,Pérusienne,10
pouilleuzaise,Pouilleuzaise,13
pouzaugeaise,Pouzaugeaise,12
puydesserienne,Puydesserienne,14
puyravaultaise,Puyravaultaise,14
reaumuroise,Réaumuroise,11
cervieroise,Cervièroise,11
rocatrejovicienne,Rocatrejovicienne,17
rosnaysienne,Rosnaysienne,12
gouldoisienne,Gouldoisienne,13
trevoise,Trévoise,8
saint-aubinoise,Saint-Aubinoise,15
saint-aubinoise,Saint-Aubinoise,15
avaugourdaise,Avaugourdaise,13
benedictine,Bénédictine,11
ligneronnaise,Ligneronnaise,13
saint-cyrienne,Saint-Cyrienne,14
saint-cyrienne,Saint-Cyrienne,14
saint-denisolaise,Saint-Denisolaise,17
dionysienne,Dionysienne,11
stephanoise,Stéphanoise,11
stephanoise,Stéphanoise,11
saint-florentaise,Saint-Florentaise,17
saint-fulgentaise,Saint-Fulgentaise,17
georgeoise,Georgeoise,10
petindusienne,Petindusienne,13
germinoise,Germinoise,10
germinoise,Germinoise,10
gervinoise,Gervinoise,10
gillocrucienne,Gillocrucienne,14
loulaysienne,Loulaysienne,12
hilairoise,Hilairoise,10
saint-hilairoise,Saint-Hilairoise,16
saint-hilairoise,Saint-Hilairoise,16
saint-hilairaise,Saint-Hilairaise,16
voulraisienne,Voulraisienne,13
beugnolaise,Beugnolaise,11
montoise,Montoise,8
saint-juirienne,Saint-Juirienne,15
landaise,Landaise,8
saint-laurentaise,Saint-Laurentaise,17
saint-laurentaise,Saint-Laurentaise,17
saint-maixentaise,Saint-Maixentaise,17
malouine,Malouine,8
marsireorthaise,Marsiréorthaise,15
tessonnaise,Tessonnaise,11
martinoyenne,Martinoyenne,12
saint-martinoise,Saint-Martinoise,16
saint-martinoise,Saint-Martinoise,16
mathurinoise,Mathurinoise,12
mauricienne,Mauricienne,11
girardienne,Girardienne,11
saint-mesminoise,Saint-Mesminoise,16
michelaise,Michelaise,10
michelaise,Michelaise,10
michelaise,Michelaise,10
saint-paulaise,Saint-Paulaise,14
mont-penoise,Mont-Penoise,12
philbertine,Philbertine,11
petrovicinienne,Pétrovicinienne,15
prouantaise,Prouantaise,11
reverendaise,Révérendaise,12
sulpicienne,Sulpicienne,11
sulpicienne,Sulpicienne,11
valerienoise,Valerienoise,12
sterlangeaise,Sterlangeaise,13
graonnaise,Graonnaise,10
vincentaise,Vincentaise,11
cecilienne,Cécilienne,10
flavoise,Flavoise,8
florentine,Florentine,10
foyenne,Foyenne,7
gemmoise,Gemmoise,8
herminoise,Herminoise,10
pexinoise,Pexinoise,9
radegondine,Radegondine,11
salignaise,Salignaise,10
sallertainoise,Sallertainoise,14
serignolaise,Sérignolaise,12
sigournaisienne,Sigournaisienne,15
soullandaise,Soullandaise,12
gemmoise,Gemmoise,8
talmondaise,Talmondaise,11
thireenne,Thiréenne,9
thorignaise,Thorignaise,11
thouarsaisienne,Thouarsaisienne,15
teiphalienne,Teiphalienne,12
septieroise,Septieroise,11
treize-ventaise,Treize-Ventaise,15
triolaise,Triolaise,9
vaireenne,Vairéenne,9
velluiroise,Velluiroise,11
venansaltaise,Venansaltaise,13
vendrennaise,Vendrennaise,12
vizeronne,Vizeronne,9
vouillezaise,Vouillezaise,12
vouvantaise,Vouvantaise,11
xantonnaise,Xantonnaise,11
adriaude,Adriaude,8
amberroise,Amberroise,10
ancheenne,Anchéenne,9
angloise,Angloise,8
anglesienne,Anglésienne,11
antignoise,Antignoise,10
antranaise,Antranaise,10
arcoise,Arçoise,7
archignoise,Archignoise,11
aslonnoise,Aslonnoise,10
asnoisienne,Asnoisienne,11
aulnoise,Aulnoise,8
availlaise,Availlaise,10
availlaise,Availlaise,10
avantonnaise,Avantonnaise,12
ayronaise,Ayronaise,9
bassesienne,Bassésienne,11
beaumontoise,Beaumontoise,12
benasseene,Benasséene,10
berthegonaise,Berthegonaise,13
berugeoise,Bérugeoise,10
bethinoise,Béthinoise,10
beuxoise,Beuxoise,8
biardoise,Biardoise,9
bignolaise,Bignolaise,10
blanzeenne,Blanzéenne,10
blaslaysienne,Blaslaysienne,13
bonnoise,Bonnoise,8
bonnimatoise,Bonnimatoise,12
bouressoise,Bouressoise,11
bournandaise,Bournandaise,12
brigueillaise,Brigueillaise,13
brionnaise,Brionnaise,10
bruceenne,Brucéenne,9
buxerolloise,Buxerolloise,12
buxeuilloise,Buxeuilloise,12
celleenne,Celléenne,9
ceauxoise,Ceauxoise,9
celestine,Célestine,9
cenonaise,Cenonaise,9
cernaisienne,Cernaisienne,12
chabournaysienne,Chabournaysienne,16
chalaisienne,Chalaisienne,12
chalandraisienne,Chalandraisienne,16
champenoise,Champenoise,11
champagnoise,Champagnoise,12
champignoise,Champignoise,12
camponegrienne,Camponégrienne,14
charraisienne,Charraisienne,13
charloise,Charloise,9
chasseneuillaise,Chasseneuillaise,16
castelgarneroise,Castelgarneroise,16
chatelleraudaise,Châtelleraudaise,16
chatillonnaise,Châtillonnaise,14
chaunaisienne,Chaunaisienne,13
chauvinoise,Chauvinoise,11
chenipiaceenne,Chénipiacéenne,14
chenevelloise,Chenevelloise,13
chireenne,Chiréenne,9
chouppoise,Chouppoise,10
cisseenne,Cisséenne,9
civalienne,Civalienne,10
civraisienne,Civraisienne,12
cloesienne,Cloésienne,10
colombinoise,Colombinoise,12
coecienne,Coécienne,9
colomberienne,Colombérienne,13
cusciacucienne,Cusciacucienne,14
coussayaise,Coussayaise,11
craonnaise,Craonnaise,10
croutelloise,Croutelloise,12
cuhonaise,Cuhonaise,9
cursayaise,Cursayaise,10
curzeenne,Curzéenne,9
dangeenne,Dangéenne,9
derceenne,Dercéenne,9
diennoise,Diennoise,9
dissayenne,Dissayenne,10
dousseenne,Dousséenne,10
fleureenne,Fleuréenne,10
fontenoise,Fontenoise,10
frozienne,Frozienne,9
genceenne,Gencéenne,9
genouilleenne,Genouilléenne,13
gizayenne,Gizayenne,9
glenouzeenne,Glénouzéenne,12
gouexquise,Gouexquise,10
guesnoise,Guesnoise,9
haimsoise,Haimsoise,9
ingrandaise,Ingrandaise,11
iteuillaise,Iteuillaise,11
jardraise,Jardraise,9
jaunay-clanaise,Jaunay-Clanaise,15
jazeneuillaise,Jazeneuillaise,14
jouhetienne,Jouhétienne,11
journetaine,Journétaine,11
jousseenne,Jousséenne,10
lisloise,Lisloise,8
chapelloise,Chapelloise,11
chapeloise,Chapeloise,10
chapelloise,Chapelloise,11
chapelloise,Chapelloise,11
chausseenne,Chausséenne,11
ferrieroise,Ferrieroise,11
grimaudienne,Grimaudienne,12
podienne,Podienne,8
rochelaise,Rochelaise,10
trimouillaise,Trimouillaise,13
villedieusoise,Villedieusoise,14
lathusienne,Lathusienne,11
latiliacoise,Latiliacoise,12
altherienne,Althérienne,11
lavauceenne,Lavaucéenne,11
lavousienne,Lavousienne,11
rocheroise,Rocheroise,10
vigeantaise,Vigeantaise,11
leignoise,Leignoise,9
lencloitraise,Lencloîtraise,13
ormoise,Ormoise,7
trimousterienne,Trimoustérienne,15
lesinoise,Lésinoise,9
lutzigranoise,Lutzigranoise,13
lhommaizeenne,Lhommaizéenne,13
ligletienne,Liglétienne,11
ligugeenne,Ligugéenne,10
linazeenne,Linazéenne,10
linaroise,Linaroise,9
lizantaise,Lizantaise,10
loudunaise,Loudunaise,10
luchaptaise,Luchaptaise,11
melusine,Mélusine,8
lussacoise,Lussacoise,10
magnesienne,Magnésienne,11
maireenne,Mairéenne,9
maisonneuvoise,Maisonneuvoise,14
igny-marine,Igny-Marine,11
chemereaudaise,Chémereaudaise,14
marnaisienne,Marnaisienne,12
martezienne,Martézienne,11
massognaise,Massognaise,11
maulaisienne,Maulaisienne,12
maloprevosienne,Maloprévosienne,15
mazerollaise,Mazerollaise,12
messemeene,Messeméene,10
mignalienne,Mignalienne,11
mignanxoise,Mignanxoise,11
millacoise,Millacoise,10
mirebalaise,Mirebalaise,11
moncontouroise,Moncontouroise,14
mondionnaise,Mondionnaise,12
montamiseenne,Montamiséenne,13
monthoironnaise,Monthoironnaise,15
montmorillonnaise,Montmorillonnaise,17
montreuillaise,Montreuillaise,14
montoise,Montoise,8
mortonaise,Mortonaise,10
moulismoise,Moulismoise,11
moussacoise,Moussacoise,11
mouterroise,Mouterroise,11
mouterroise,Mouterroise,11
naintreenne,Naintréenne,11
nallieroise,Nalliéroise,11
nerignacoise,Nérignacoise,12
neuvilloise,Neuvilloise,11
nieuiloise,Nieuiloise,10
nobilienne,Nobilienne,10
orchaise,Orchaise,8
ouzilloise,Ouzilloise,10
oyreenne,Oyréenne,8
payreenne,Payréenne,9
payrousienne,Payrousienne,12
persacoise,Persacoise,10
pindraysienne,Pindraysienne,13
plaisancoise,Plaisançoise,12
pleumartinoise,Pleumartinoise,14
pictavienne,Pictavienne,11
port-de-piloise,Port-de-Piloise,15
pouantaise,Pouantaise,10
pouillassouse,Pouillassouse,13
pressacoise,Pressacoise,11
princeenne,Princéenne,10
caiocaine,Caïocaine,9
quinceenne,Quincéenne,10
rantonaise,Rantonaise,10
ralaysienne,Ralaysienne,11
rocpremalienne,Rocprémalienne,14
roiffeenne,Roifféenne,10
romagnonne,Romagnonne,10
rullicoise,Rullicoise,10
sancto-benedictine,Sancto-Bénédictine,18
saint-clairoise,Saint-Clairoise,15
saint-cyrienne,Saint-Cyrienne,14
saint-gaudentaise,Saint-Gaudentaise,17
ambigarienne,Ambigarienne,12
baillargeoise,Baillargeoise,13
germinoise,Germinoise,10
saint-gervessienne,Saint-Gervessienne,18
clementine,Clémentine,10
sancto-julianaise,Sancto-Julianaise,17
saint-laonnaise,Saint-Laonnaise,15
leodegarienne,Léodégarienne,13
saint-leomeroise,Saint-Léoméroise,16
macouine,Macouine,8
saint-martinoise,Saint-Martinoise,16
saint-mauricienne,Saint-Mauricienne,17
exidolienne,Exidolienne,11
mailloise,Mailloise,9
saint-remoise,Saint-Rémoise,13
saint-sauvantaise,Saint-Sauvantaise,17
salvatorienne,Salvatorienne,13
saint-savinoise,Saint-Savinoise,15
saint-saviolaise,Saint-Saviolaise,16
saint-secondinoise,Saint-Secondinoise,18
sairoise,Sairoise,8
sammarcolloise,Sammarçolloise,14
sanxeenne,Sanxéenne,9
saulgeenne,Saulgéenne,10
savigneenne,Savignéenne,11
savignoise,Savignoise,10
savignois,Savignois,9
senilleenne,Senilléenne,11
sadebrienne,Sadébrienne,11
smarvoise,Smarvoise,9
sommieroise,Sommiéroise,11
sosseenne,Sosséenne,9
surinoise,Surinoise,9
terceenne,Tercéenne,9
thilletoise,Thillétoise,11
thurageoise,Thurageoise,11
thureenne,Thuréenne,9
